date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,unacc_minors,separated_children,child_hh,phys_disabled,mental_disabled,friction_host,friction_site,eviction_notice,security_risks,free_movt_men,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,,shelter_number,electricity,shelter_support,shelter_support_types,,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,impediments_othergroups,health_issues,,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,nutrition_avail,nutrition_dist,nutrition_service,info_sources,,info_needs,info_sufficient,complaints_mechanism,primary_language,secondary_languages,,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs,,female_staff,health_birth,impediments_women,types_impediments,
42990,elder ,0,yes,idp,male,bay,baidoa,NA-3801-Y31-005, , ,Mahad Alle,urban,spontaneous_site,262,570,no, , , , , , , , , , ,320,70,110,30,40,262,167,0,95,0,0,45,yes,no,yes,no,40188,40916,local_authority, ,residents womens elder_meeting wash health education,1,1,1,1,1,private, ,host, ,none, , , , ,no,no_rent, ,yes,42380,no,gedo,conflict_surrounding conflict_other drought, ,bakool,conflict_surrounding conflict_other drought,0, ,bay,drought,12,5,3,9, ,no,no,no,other,yes,no,no,nat_police,no,no,buul,1,262,no,no, , , ,no,no,no, ,no, ,0,0,6,0, , ,6, ,no,no,no,no,yes,yes, , , , , , ,tank_tap, ,2,3,never,none, , ,yes,5,assistance,no, , ,malaria diphtheria,0,no,42740,cholera_awd, ,no, , ,no, , ,radio,0,weather,no,no,somali_maay,somali_standard,3.1413019099152537 43.666188012929695 433.50763318347134 4.0,3.14130191,43.66618801,yes,yes,yes, ,yes, , , 
42990,gatekeeper ,0,yes,idp,male,bay,baidoa,NA-3802-X04-018, , ,Duuli jimaa,urban,spontaneous_site,280,1400,no, , , , , , , , , , ,700,250,280,70,100,280,280,0,0,0,0,80,yes,no,yes,no,39661,40817,residents, ,residents womens elder_meeting,1,1,1,0,0,other,Community owned, , ,formal,family,written,no, ,yes,no_rent, ,yes,42856,no,bay,conflict_community drought, ,bakool,conflict_community drought,1, ,gedo,conflict_community drought, ,20,20,30,2,no,no,no, ,yes,no,no,nat_police,yes,no,buul cgi,1,280,no,no, , , ,no, ,yes,30,yes,180,0,0,30,0, , ,14, ,no,yes,no,yes,yes,yes, , , , , , ,kiosk truck, ,10,5,daily,none, , ,yes,30,market,yes,2,yes,malaria,0,yes,42705,cholera_awd, ,no, , ,no, , ,friends_family religious_leader radio,1,food water,no,no,somali_maay,somali_benaadir,3.11686257 43.63378682 442.0 3.0,3.11686257,43.63378682,yes,yes,yes,yes,no,yes,no_money lack_security,1
42996,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,NA-3807-Z08-001, , ,Barwaaqo 4,urban,spontaneous_site,75,240,no, , , , , , , , , , ,100,45,50,20,25,75,75,0,0,0,0,3,yes,no,yes,yes,42767,42767,no_management, ,residents elder_meeting,1,0,1,0,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_surrounding drought, ,bay,conflict_surrounding drought,0, ,bakool,conflict_surrounding drought,0,3,0,0,1,yes,no,no, ,yes,no,no,nat_police,no,no,buul,1,300,no,no, , , ,no,yes,no, ,yes,10,0,0,3,0, , ,3, ,no,yes,no,yes,no, , , , , , , , , ,2,3,weekly,none, , ,yes,2,household,no, , ,malaria polio,0,no,42979,malaria, ,no, , ,no, , ,friends_family religious_leader radio,1,food health security contact_aid water shelter,no,no,somali_maay,somali_standard,2.073320150139283 45.2462115781811 84.5451304435744 4.0,2.07332015,45.24621158,yes,yes,yes, ,yes, , , 
42997,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Qoryoley 3,urban,spontaneous_site,196,980,no, , , , , , , , , , ,500,100,250,50,80,196,196,0,0,0,0,67,yes,no,no,yes,42186,42856,no_management, ,residents womens elder_meeting,1,1,1,0,0,private, ,host, ,none, , , , ,no,goods_aid,0,no, ,no,lower_shabelle,conflict_community drought, ,middle_shabelle,conflict_community drought,1, ,bakool,conflict_community drought,0,20,0,12,10,no,no,no, ,yes,no,no,clan,no,no,buul,1,450,no,no, , , ,no,no,yes,5,no, ,6,0,0,0,6, , , ,no,yes,no,no,yes,yes, , , , , , ,tank_tap, ,5,7,never,none, , ,yes,5,household,no, , ,malaria other,0,yes,42948,Measles,0,no, , ,no, , ,friends_family radio,1,food health access_id contact_aid water shelter,no,no,somali_standard,somali_maay,2.07010266 45.25114704 74.0 4.0,2.07010266,45.25114704,yes,yes,yes, ,yes, , , 
43002,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,tabeelaha,Gacal camp,urban,spontaneous_site,170,1020,no, , , , , , , , , , ,600,150,200,25,45,170,170,0,0,0,0,170,yes,no,yes,yes,42948,42948,community_leader, ,residents womens elder_meeting,1,1,1,0,0,private, ,business, ,informal,family, ,yes,43709,no,no_rent, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding conflict_other drought, ,bay,conflict_community conflict_surrounding drought,1, ,bakool,drought,0,38,20,13,2,no,no,yes, ,yes,no,no,nat_police,yes,no,buul,1,370,no,yes,emergency,1, ,no,yes,yes,10,yes,5,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,10,4,weekly,cash,monthly,43002,yes,10,market,no, , ,cholera_awd malaria polio diphtheria,1,yes,42979,cholera_awd, ,no, , ,no, , ,friends_family,1,food health water shelter,yes,yes,somali_maay,somali_standard,2.0492883333333336 45.25810499999999 121.7 5.0,2.049288333,45.258105,yes,yes,yes, ,yes, , , 
43002,community_leader ,0,yes,idp,male,banadir,mogadishu_shangaani,other,other,Juba,Juba,urban,spontaneous_site,200,600,no, , , , , , , , , , ,200,100,100,100,100,200,200,0,0,0,0,30,yes,yes,no,no,40664,42979,no_management, ,residents womens elder_meeting,1,1,1,0,0,local_authority, , , ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community drought, ,lower_juba,conflict_community drought,1, ,middle_juba,conflict_community drought,2,0,2,2,1,no,no,no, ,yes,no,no,clan,no,no,stone,0,30,no,no, , , ,no,no,no, ,yes,2,0,10,5,0, , , , ,no,no,no,no,yes,yes, , , , , , ,tank_tap, ,15,6,weekly,none, , ,yes,15,household,no, , ,cholera_awd malaria,1,yes,42887,malaria, ,yes,15,primary secondary quranic,no, , ,religious_leader community_leader,0,food water shelter,no,no,somali_standard,somali_maay,2.03879246 45.34853522 -45.0 4.0,2.03879246,45.34853522,yes,yes,yes, ,no, , , 
43002,community_leader camp_manager ,0,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Haidhafin,urban,spontaneous_site,36,180,no, , , , , , , , , , ,60,20,74,10,16,36,36,0,0,0,0,0,yes,no,no,yes,42012,42013,community_leader, ,womens elder_meeting wash,0,1,1,1,0,private, ,host, ,formal,community,written,yes,43678,yes,no_rent, ,no, ,no,lower_juba,conflict_surrounding threats drought no_livelihoods, , , , , , , , , , , ,1,no,no,no, ,yes,no,no,nat_police, ,no,buul cgi,1,50,no,no, , , ,no,no,yes,30,yes,240,0,0,2,0, , ,2, ,yes,no,no,no,no, , , , , , , , , ,10,7,weekly,none, , ,yes,30,market,yes,20,no,malaria,0,yes,42743,malaria, ,yes,2,primary ecd,no, , ,community_leader radio,0,food water,no,no,somali_standard,somali_maay,-0.3608008574179101 42.53260368500749 -12.355550199375651 4.0,-0.360800857,42.53260369,yes,yes,yes,no,no,no, , 
42996,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Weydow,Naxariis 1,urban,spontaneous_site,97,485,no, , , , , , , , , , ,250,50,165,7,13,97,83,0,14,0,0,4,yes,no,no,no,41883,42125,community_leader, ,residents elder_meeting,1,0,1,0,0,private, ,host, ,none, , , , ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding drought, ,bay,conflict_community conflict_surrounding conflict_other drought,1, ,hiraan,conflict_community conflict_surrounding drought,0,5,0,0,0,no,no,no, ,yes,no,no,nat_police,no,no,buul,1,194,no,no, , , ,yes,yes,yes,20,yes,15,0,0,15,0, , ,13, ,no,no,no,no,no, , , , , , , , , ,15, ,dnk,none, , ,yes,25,household,yes,5,no,diphtheria,0,yes,42795,cholera_awd, ,yes,5,quranic,no, , ,radio,0,food security water shelter,no,no,somali_standard,somali_benaadir somali_maay,2.0687508273458244 45.25326633722132 85.82117778018365 4.0,2.068750827,45.25326634,yes,yes,yes,yes,yes,no, , 
42996,  Chairman,Chairman,yes,refugee,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Simoow,peri_urban,planned_site,100,250,no, , , , , , , , , , ,100,50,60,10,30,100,40,60,0,0,0,40,yes,no,yes,yes,41334,42278,no_management, ,residents womens,1,1,0,0,0,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,bakool,conflict_community drought,10,15,20,1,1,no,no,no, ,yes,no,no,nat_army,no,no,buul timber_plastic,1,100,no,no, , , ,no,no,yes,15,yes,5,0,0,10,0, , ,10, ,no,no,no,yes,yes,yes, , , , , , ,other,piped,2,7,daily,none, , ,yes,15,market,no, , ,cholera_awd malaria,1,yes,42856,cholera_awd, ,yes,5,quranic,no, , ,friends_family,1,food health water,no,no,somali_maay,somali_standard,2.056906666666667 45.26539 95.9 4.8,2.056906667,45.26539,yes,yes,yes, ,yes, , , 
42998,elder ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Bilkheyr 4,urban,spontaneous_site,100,200,no, , , , , , , , , , ,75,40,50,15,20,100,100,0,0,0,0,40,yes,no,no,yes,42887,42917,community_leader, ,residents womens elder_meeting wash,1,1,1,1,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,bay,conflict_community drought, ,bakool,conflict_community drought,1, ,lower_shabelle,conflict_community drought,0,5,10,6,1,no,no,no, ,yes,no,no,clan,no,no,buul,1,190,no,no, , , ,no,no,no, ,yes,10,1,0,0,0,1, , , ,no,no,no,no,no, , , , , , , , , ,10,7,daily,none, , ,yes,15,market,no, , ,none,0,yes,42948,Measles,0,no, , ,no, , ,friends_family religious_leader ,1,food water shelter,no,no,somali_standard,somali_maay,2.072429979657087 45.23293927352497 105.23576037057929 4.0,2.07242998,45.23293927,yes,yes,yes, ,yes, , , 
42997,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,Kaxda,Safarnoolaay,peri_urban,spontaneous_site,40,100,no, , , , , , , , , , ,20,20,20,20,20,40,10,30,0,0,0,0,no,no,no,no,42826,42856,residents, ,residents womens,1,1,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,bay,conflict_surrounding conflict_other, ,lower_shabelle,conflict_surrounding,0, , , ,0,10,0,2,3,no,no,no, ,yes,yes,yes,clan,no,no,buul,1,50,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,4,4,weekly,none, , ,no, ,market,no, , ,malaria,0,yes,42826,malaria, ,no, , ,no, , ,friends_family,1,food water,no,no,somali_standard,somali_maay,2.0492116666666664 45.25956833333333 110.6 4.2,2.049211667,45.25956833,no,no,yes, ,no, , , 
42995,gatekeeper ,0,yes,idp,male,galgaduud,dhuusamarreeb,NB-3812-M02-001, , ,Cel_qayof,urban,spontaneous_site,350,2100,no, , , , , , , , , , ,1451,186,235,98,130,321,216,8,76,21,29,64,yes,no,yes,no,40184,42012,residents, ,residents,1,0,0,0,0,none, , , , , , , , ,dnk,no_rent, ,no, ,no,galgaduud,drought, ,mudug,conflict_other drought,0, , , , ,2, ,3,1,no,no,no, ,yes,yes,no,clan,no,no,tent cgi,0,374,no,no, , , ,yes,yes,yes,30,yes,60,0,0,2,2, , ,2,2,no,yes,no,yes,yes,yes, , , , , , ,unprotected_well, ,10,7,more_month,none, , ,yes,30,market,no, , ,malaria,0,yes,42743,cholera_awd, ,no, , ,no, , ,friends_family radio,1,health,no,no,somali_standard,none,5.513238333333334 46.36213833333333 248.1 4.9,5.513238333,46.36213833,yes,yes,yes, ,yes, , , 
42997,community_leader ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Sabir,urban,planned_site,45,180,no, , , , , , , , , , ,85,40,45,4,6,45,45,0,0,0,0,0,yes,no,no,no,42826,42887,no_management, ,none,0,0,0,0,0,private, ,clan, ,informal,community, ,no, ,no,no_rent, ,yes,42917,no,lower_shabelle,conflict_community drought no_livelihoods no_services, ,middle_juba,conflict_community conflict_other drought no_livelihoods,1, ,bay,conflict_community drought no_livelihoods no_services,0,5,0,0,0,no,no,yes, ,yes,no,no,nat_police,no,no,buul,1,41,no,no, , , ,no,no,yes,38,no, ,0,0,5,0, , ,5, ,no,yes,no,no,yes,yes, , , , , , ,kiosk, ,10,5,more_month,none, , ,yes,30,household,no, , ,none,0,yes,42917,cholera_awd, ,no, , ,no, , ,friends_family,1,food water shelter,no,no,somali_standard,somali_maay,2.05984 45.26190833333333 249.2 4.8,2.05984,45.26190833,yes,yes,yes, ,yes, , , 
42995,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Jaamacada Shabeele,Tawane,urban,spontaneous_site,302,1500,no, , , , , , , , , , ,700,250,300,100,150,302,302,0,0,0,0,170,no,no,no,yes,42095,42248,no_management, ,elder_meeting,0,0,1,0,0,private, ,business, ,formal,community,verbal,no, ,no,no_rent, ,yes,42675,no,middle_shabelle,conflict_surrounding floods drought no_livelihoods, ,bakool,conflict_surrounding floods drought no_livelihoods,0, ,bay,threats floods drought,20,30,5,10,7,no,no,no, ,yes,no,no,informal_sec,no,no,buul,1,302,no,no, , , ,no,no,yes,30,yes,20,0,0,10,0, , ,5, ,no,no,no,yes,no, , , , , , , , , ,40,5,weekly,none, , ,yes,30,borrowing,no, , ,malaria,0,yes,42856,cholera_awd, ,no, , ,no, , ,religious_leader community_leader,0,missing_persons food health access_id water shelter,no,no,somali_maay,somali_sign,2.06685348560686 45.25814047512062 63.02833248015774 4.0,2.066853486,45.25814048,yes,yes,yes, ,no, , , 
42995,community_leader camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Jaamacada Shabeele,Ceel garas,urban,spontaneous_site,190,955,no, , , , , , , , , , ,500,130,120,105,100,190,190,0,0,0,0,165,no,no,no,yes,42005,42614,no_management, ,residents,1,0,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,yes,42675,no,bay,conflict_community floods drought no_livelihoods, ,bakool,floods drought no_livelihoods,0, ,middle_shabelle,floods drought no_livelihoods,25,30,4,12,4,no,no,no, ,yes,no,no,informal_sec,no,no,buul,1,190,no,no, , , ,no,yes,no, ,yes,50,0,0,10,0, , ,5, ,no,no,no,no,no, , , , , , , , , ,40,6,never,none, , ,no, ,borrowing,no, , ,cholera_awd malaria,1,yes,42614,cholera_awd, ,no, , ,no, , ,religious_leader community_leader aid_worker,0,missing_persons food health water shelter,no,no,somali_maay,somali_sign,2.066997624555629 45.258009650866555 60.88557504163028 4.0,2.066997625,45.25800965,yes,yes,yes, ,yes, , , 
43003,gatekeeper ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Yaaq 1,urban,spontaneous_site,70,140,no, , , , , , , , , , ,50,20,50,10,10,70,70,0,0,0,0,0,no,no,no,no,42979,42979,no_management, ,residents womens,1,1,0,0,0,private, ,clan, ,formal,community,written,yes,44805,yes,no_rent, ,no, ,no,lower_shabelle,conflict_other drought, ,middle_shabelle,conflict_other drought,0, , , ,0,0,0,0,0,no,no,no, ,yes,no,no,clan, ,no,buul,1,60,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,4,4,weekly,none, , ,no, ,assistance,no, , ,cholera_awd malaria,1,yes,42979,malaria, ,no, , ,no, , ,aid_worker,0,food health water shelter,no,no,somali_maay,somali_standard,2.07091075 45.24635263 94.0 4.0,2.07091075,45.24635263,yes,yes,yes, ,yes, , , 
43041,gatekeeper,,yes,hc,male,lower_shabelle,afgooye,other,other,Bulo cuseb,Fayjelle,peri_urban,spontaneous_site,300,350,yes,25,25,50,25,25,50,50,50,25,25,200,50,50,25,25,0,0,0,250,0,50,300,yes,yes,no,no,33239,33909,no_management,,residents womens wash,1,1,0,1,0,local_authority,,,,none,,,,,no,cash,,no,,yes,,, ,,,0, ,,,20,16,30,90,12,,no,no,,yes,no,no,clan,no,no,buul wattle_daub,1,700,no,no,,,,no,no,yes,20,yes,24,0,0,1,0,0,0,1,0,no,no,no,no,yes,yes,,0,0,0,0,,protected_well_hpump unprotected_well tank,,3,7,more_month,none,,,yes,20,market,yes,15,no,cholera_awd malaria diphtheria,1,no,,,,no,,,no,,,friends_family religious_leader radio,1,food health water,no,no,somali_maay,somali_standard,2.1535349999999998 45.12004833333334 92.0 4.8,2.153535,45.12004833,,,,no,yes,no,,
43040,gatekeeper,,yes,idp,male,lower_shabelle,afgooye,Carbiska,,,Camp Barwaqo,peri_urban,spontaneous_site,53,380,no,,,,,,,,,,,180,70,60,40,30,0,53,0,0,0,0,7,yes,no,yes,no,39326,39356,no_management,,elder_meeting,0,0,1,0,0,local_authority,,,,none,,,,,yes,no_rent,,no,,no,lower_shabelle,conflict_community conflict_surrounding, ,,,0, ,,,29,0,0,0,3,no,no,no,,no,no,no,none,yes,no,cgi,0,120,no,no,,,,yes,yes,yes,30,yes,50,25,0,0,0,17,0,0,0,no,yes,yes,no,yes,yes,,0,0,0,0,,tank_tap,,10,5,weekly,inkind,twice_daily,41211,yes,25,market,no,,,malaria,0,no,,,,no,,,no,,,community_leader radio,0,missing_persons food access_id security,no,no,somali_standard,arabic,2.1063316666666667 45.14900833333333 68.0 4.9,2.106331667,45.14900833,,,,,yes,,,
43004,elder ,0,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,New settlement unregistered,urban,spontaneous_site,20,50,no, , , , , , , , , , ,42,2,6,0,0,20,20,0,0,0,0,0,no,yes,no,no,41647,41648,residents, ,none,0,0,0,0,0,private, ,host, ,none, , , , ,no,cash, ,no, ,no,lower_juba,drought no_livelihoods no_services, ,middle_juba,drought no_livelihoods no_services,0, , , , ,10, ,4, ,no,no,yes, ,yes,yes,no,clan,no,no,buul tent cgi,1,45,yes,yes,site_planning,0, ,yes,yes,yes,15,yes,120,0,0,5,0, , ,5, ,no,yes,no,no,yes,yes, , , , , , ,protected_well_nopump, ,25,7,weekly,none, , ,yes,10,market,yes,15,no,cholera_awd malaria,1,yes,42742,cholera_awd, ,yes,15,primary secondary quranic,yes,15,otp tsfp bsfp iycf,friends_family radio,1,health contact_aid water shelter market_prices,no,no,somali_standard,somali_maay mushunguli,-0.34801800966292995 42.55016300012863 -27.464700873879508 4.0,-0.34801801,42.550163,yes,yes,yes,yes,no,no, , 
42994,community_leader ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,Kaxda,Ubax,urban,spontaneous_site,174,1044,no, , , , , , , , , , ,348,232,282,82,100,174,174,0,0,0,0,23,yes,no,yes,yes,42491,42552,local_authority, ,residents wash,1,0,0,1,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,bay,drought, ,bakool,drought,0, , , ,0,0,0,1,3,no,no,no,0,yes,no,no,clan, ,no,buul,1,174,no,no, , , ,yes,no,yes,15,no, ,0,0,5,0, , ,5, ,no,yes,no,no,yes,yes, , , , , , ,piped, ,2,7,daily,none, , ,yes,15,market,no, , ,cholera_awd,1,yes,42917,cholera_awd, ,no, , ,no, , ,friends_family religious_leader aid_worker,1,food health water,no,no,somali_maay,none,2.05099 45.26843333333333 89.8 5.0,2.05099,45.26843333,yes,yes,yes, ,no, , , 
43003,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Baariyow,peri_urban,spontaneous_site,70,140,yes,40,40,40,10,10,0,0,0,0,0,107,9,15,3,6,70,70,0,0,0,0,27,yes,no,yes,no,42979,42979,residents, ,residents,1,0,0,0,0,private, ,business, ,formal,community,written,no, ,no,cash,0,no, ,no,lower_shabelle,conflict_community, ,bay,conflict_community,1, ,bakool,conflict_community,0,10,0,0,0,no,no,no, ,yes,no,no,nat_police,no,no,buul,1,70,no,no, , , ,no,no,no, ,yes,25,1,1,0,0,1,1, , ,no,no,no,no,no, , , , , , , , , , ,5,weekly,none, , ,no, ,dnk,no, , ,malaria,0,yes,42979,malaria, ,yes,15,quranic,no, , ,friends_family,1,food health water shelter other,no,no,somali_maay,somali_standard,2.0688733333333333 45.24000666666667 102.0 5.0,2.068873333,45.24000667,yes,yes,yes, ,yes, , , 
43002,camp_manager ,0,yes,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Ala aamin 1,urban,spontaneous_site,150,450,no, , , , , , , , , , ,200,100,100,25,25,150,150,0,0,0,0,35,yes,yes,no,yes,37265,40187,no_management, ,health education,0,0,0,0,1,private, ,host, ,dnk, , , , ,no,no_rent, ,no, ,no,bay,conflict_community conflict_other drought, ,hiraan,conflict_community conflict_surrounding drought,1, ,bakool,conflict_community conflict_surrounding drought,1,10,1,4,1,no,no,yes, ,yes,no,no,clan,yes,no,buul tent,1,150,no,no, , , ,no,no,no, ,yes,25,0,0,3,0, , ,3, ,no,yes,no,yes,yes,yes, , , , , , ,river, ,30,7,never,inkind,less_frequent,42209,yes,20,market,no, , ,malaria,0,yes,42372,cholera_awd, ,yes,5,ecd quranic,no, , ,friends_family radio,1,missing_persons health water,yes,yes,somali_standard,somali_maay,4.754929505589512 45.18711499751929 141.61078788490187 4.0,4.754929506,45.187115,yes,yes,yes, ,yes, , , 
43029,community_leader elder,,yes,idp,male,sool,laas_caanood,Laas Caanood,,,Daami,urban,spontaneous_site,45,270,no,,,,,,,,,,,100,50,100,10,10,0,35,10,0,0,0,15,yes,no,no,yes,42370,42795,no_management,,residents womens,1,1,0,0,0,local_authority,,,,informal,community,,no,,yes,no_rent,,no,,yes,sool,conflict_other drought, ,nugaal,drought,0, ,,,2,3,0,6,5,no,no,no,,yes,yes,yes,nat_police,no,no,buul cgi,1,300,yes,no,,,,yes,yes,yes,15,yes,35,0,0,6,0,0,0,6,0,yes,yes,yes,no,yes,yes,,0,0,0,0,,protected_well_nopump,,10,7,daily,none,,,yes,20,market,yes,15,yes,malaria,0,no,,,,yes,10,primary secondary quranic,yes,5,otp tsfp iycf micronutrient_supplementation,religious_leader community_leader,0,access_id,no,no,somali_standard,somali_benaadir,8.47227377 47.36381844 659.0 5.0,8.47227377,47.36381844,yes,yes,yes,yes,yes,yes,no_money,1
42995,religious_leader   Deputy chair,Deputy chair,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Gorgor,urban,spontaneous_site,70,420,no, , , , , , , , , , ,270,50,70,10,20,70,70,0,0,0,0,20,yes,yes,no,yes,42767,42767,no_management, ,residents womens,1,1,0,0,0,private, ,other,Goofle ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,conflict_surrounding drought, ,bay,conflict_surrounding drought,0, , , ,0,2,5,2,3,no,no,no, ,yes,no,no,nat_police,yes,no,buul,1,70,no,no, , , ,no,no,yes,60,yes,20,5,6,0,0,5,6, , ,no,yes,no,no,yes,yes, , , , , , ,piped, ,5,3,weekly,none, , ,yes,45,household,no, , ,malaria diphtheria other,0,yes,42826,cholera_awd, ,yes,12,quranic,no, , ,friends_family,1,food health contact_aid water shelter,no,no,somali_maay,somali_standard,2.06765018 45.25802146 60.0 3.0,2.06765018,45.25802146,yes,yes,yes, ,no, , , 
42993,gatekeeper ,0,no,idp,male,bay,baidoa,NA-3802-X04-007, , ,Buulishire,urban,spontaneous_site,90,337,no, , , , , , , , , , ,174,58,121,17,7,90,90,0,0,0,0,0,no,no,no,no,42744,42744,community_leader, ,residents,1,0,0,0,0,private, ,clan, ,none, , , , ,no,no_rent, ,no, ,no,bay,drought no_livelihoods, ,bakool,drought no_livelihoods,0, ,gedo,drought no_livelihoods,2, , ,1,1,no,no,no, ,yes,no,no,none,no,no,buul timber_plastic,1,110,no,no, , , ,no,no,no, ,no, ,1,1,0,0,1,1, , ,yes,yes,no,no,no, , , , , , , , , ,16,6,weekly,cash,weekly,42993,no, ,market,no, , ,malaria,0,no,42744,malaria, ,no, , ,no, , ,tv radio,0,food water,no,no,somali_maay,somali_benaadir,3.1182222961801087 43.65185468622421 430.04729172032114 4.0,3.118222296,43.65185469,yes,yes,yes, ,no, , , 
42996,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Laab dheer,urban,spontaneous_site,140,840,no, , , , , , , , , , ,440,90,180,60,70,140,140,0,0,0,0,50,yes,no,no,yes,42826,42856,community_leader, ,womens elder_meeting,0,1,1,0,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,middle_shabelle,conflict_community drought,5,3,2,2,1,no,no,no, ,yes,no,no,clan,no,no,buul,1,180,no,no, , , ,no,no,no, ,yes,10,2,0,0,0,1, , , ,no,no,no,no,yes,yes, , , , , , ,piped, ,5,7,daily,none, , ,yes,30,market,no, , ,none,0,yes,42917,Measles,0,no, , ,no, , ,friends_family religious_leader,1,food water shelter other,no,no,somali_standard,somali_maay,2.07357396 45.24521473 96.0 5.0,2.07357396,45.24521473,yes,yes,yes, ,no, , , 
42994,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Tooratoorow 2,urban,spontaneous_site,200,1200,no, , , , , , , , , , ,500,150,230,140,180,200,200,0,0,0,0,50,yes,yes,no,yes,42736,42795,community_leader, ,womens elder_meeting,0,1,1,0,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,bakool,conflict_community drought,0,16,25,6,0,no,no,no, ,yes,no,no,clan,yes,no,buul,1,250,no,no, , , ,no,no,no, ,yes,15,5,0,0,0,5, , , ,no,yes,no,yes,no, , , , , , , , , ,10,7,dnk,none, , ,yes,10,market,no, , ,none,0,no,42917,Measles,0,yes,5,quranic,no, , ,friends_family,1,food health shelter,no,no,somali_standard,somali_maay,2.0763982 45.24351978 89.0 5.0,2.0763982,45.24351978,yes,yes,yes, ,no, , , 
